host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,100,260,100,40,25,4.59,1,4,1,2,4,17,34,292,28,96,0,0
within an hour,Downtown,Apartment,Entire home/apt,Real Bed,moderate,94109,100,279,100,300,70,0.99,0.67,2,1,0,29,59,89,360,23,90,0,0
within a day,Russian Hill,Apartment,Entire home/apt,Real Bed,flexible,94109,67,280,100,50,0,0.88,1,2,1,1,0,0,0,0,7,97,0,0
within an hour,Pacific Heights,Apartment,Entire home/apt,Real Bed,moderate,94115,100,288,100,150,100,4,1,4,1,2,7,9,16,193,4,100,0,0
within a day,Excelsior,House,Entire home/apt,Real Bed,strict,94112,100,299,100,100,0,1,1,10,2,4,0,0,0,0,3,80,0,0
within an hour,Outer Sunset,House,Entire home/apt,Real Bed,moderate,94116,94,300,100,100,35,4.1,1,8,1,2,2,20,45,317,25,92,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,moderate,94105,100,300,100,50,30,0.55,1,2,1.5,1,9,15,22,210,8,100,0,0
within a few hours,Western Addition,House,Entire home/apt,Real Bed,moderate,94115,93,300,100,100,25,4.45,1,4,2,2,6,19,34,293,87,92,0,0
within a few hours,South Beach,Condominium,Entire home/apt,Real Bed,strict,94105,93,320,100,100,30,3,0.92,5,2,2,16,38,58,333,3,100,0,0
within a few hours,South Beach,Condominium,Entire home/apt,Real Bed,strict,94105,93,349,100,100,45,2.84,0.92,4,1.5,1,0,0,30,88,25,95,0,0
within an hour,Richmond District,House,Private room,Real Bed,flexible,94118,100,350,100,30,15,0.11,1,4,1,1,6,6,35,310,3,87,0,0
within a day,Outer Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,78,350,100,100,0,2.37,0.7,5,2,3,1,3,29,29,57,96,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94110,79,375,100,50,15,0.83,0.91,10,2.5,2,13,21,22,204,6,97,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,93,375,100,50,50,4.29,1,4,2,2,6,18,41,306,6,100,0,0
within an hour,SoMa,Condominium,Entire home/apt,Airbed,flexible,94103,100,380,100,75,25,1,0.83,4,1,1,21,43,73,73,1,100,0,0
within an hour,Nob Hill,Apartment,Private room,Real Bed,strict,94109,99,390,100,65,35,4.27,0.98,5,2,1,26,45,71,339,76,92,0,0
within an hour,Lower Haight,Apartment,Entire home/apt,Real Bed,strict,94117,91,395,100,100,10,1.55,1,6,1,2,3,33,63,63,43,96,0,0
within an hour,Outer Sunset,House,Private room,Real Bed,flexible,94116,100,45,100,20,30,6.15,1,2,1,1,15,40,70,340,82,97,0,0
within a few hours,Marina,Condominium,Entire home/apt,Real Bed,flexible,94123,100,450,100,150,100,0.79,1,3,2,2,8,8,8,8,5,96,0,0
within an hour,Outer Sunset,House,Private room,Real Bed,flexible,94116,100,50,100,20,30,9.4,1,2,1,1,7,32,62,332,21,99,0,0
within an hour,Bayview,House,Private room,Real Bed,flexible,94124,100,50,100,10,0,2,0.93,1,1,1,14,33,63,63,2,100,0,0
within a few hours,Mission District,Apartment,Private room,Real Bed,flexible,94110,100,53,100,75,0,1,1,1,1,1,0,0,9,9,1,100,0,0
within an hour,Sunnyside,Apartment,Private room,Real Bed,moderate,94127,100,54,100,20,19,1.78,1,2,1,1,26,51,81,83,16,95,0,0
within a few hours,Excelsior,House,Private room,Real Bed,moderate,94112,100,55,100,20,20,4.55,1,1,1,1,1,1,1,183,17,99,0,0
within an hour,Lakeshore,Apartment,Private room,Airbed,moderate,94132,100,59,100,30,20,3.85,1,2,1,1,5,5,5,5,5,84,0,0
within an hour,Crocker Amazon,House,Private room,Real Bed,strict,94112,98,59,100,25,10,2.16,1,2,1,1,8,25,55,55,89,87,0,0
within an hour,Crocker Amazon,House,Private room,Real Bed,strict,94112,98,59,100,25,10,2.92,1,2,1,1,10,31,61,61,123,89,0,0
within a few hours,Richmond District,House,Private room,Real Bed,strict,94118,100,59,100,65,25,1,0.91,2,1.5,1,18,46,76,351,1,80,0,0
within a day,Richmond District,Apartment,Private room,Futon,strict,94118,100,60,100,20,0,0.13,0.5,2,1.5,1,13,13,13,195,4,99,0,0
within a few hours,Mission District,Apartment,Private room,Real Bed,strict,94110,100,65,100,10,5,4.67,1,2,1,1,5,12,25,291,75,83,0,0
within a day,Mission District,House,Private room,Real Bed,strict,94103,82,65,100,40,10,2.2,0.54,3,1,1,4,34,39,39,3,93,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94158,79,65,100,50,50,0.93,1,4,2,1,0,19,49,324,5,96,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94158,79,65,100,50,50,0.97,1,4,2,1,0,30,60,335,3,80,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94158,79,65,100,50,65,0.6,1,4,2,1,0,16,46,321,3,93,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94158,79,65,100,50,65,0.58,1,4,2,1,0,18,48,323,2,100,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94107,79,65,100,50,65,0.61,1,8,2,1,0,0,0,0,7,97,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94158,79,65,100,50,65,0.76,1,4,2,1,0,28,58,333,2,100,0,0
within an hour,Lakeshore,Apartment,Private room,Real Bed,flexible,94132,100,67,100,20,15,1.48,0.94,4,1,1,7,17,36,283,24,84,0,0
within an hour,Lakeshore,House,Private room,Real Bed,moderate,94132,100,68,100,50,0,0.21,1,1,1.5,1,21,48,49,262,1,100,0,0
within an hour,Richmond District,House,Private room,Airbed,strict,94121,100,68,100,40,0,0.5,1,1,1.5,1,0,26,56,56,18,95,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,strict,94112,100,69,100,25,0,5.15,0.97,2,1,1,3,6,17,283,157,93,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,strict,94112,100,69,100,15,0,6.2,0.97,2,0.5,1,2,8,23,291,189,92,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,strict,94112,100,69,100,15,0,5.34,0.97,2,0.5,1,0,0,1,252,163,93,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,strict,94112,100,69,100,25,0,5.72,0.97,2,1,1,0,13,29,265,178,94,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,69,100,19,25,1.54,1,2,1.5,1,2,16,30,300,28,87,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,69,100,19,25,5.73,1,2,1,1,6,13,26,282,43,92,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,69,100,19,25,7.06,1,2,1,1,2,10,23,292,129,84,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,69,100,19,25,7.61,1,2,1,1,0,3,13,265,139,85,0,0
within an hour,Richmond District,House,Private room,Pull-out Sofa,strict,94121,100,69,100,40,0,0.3,1,1,1,1,0,6,10,163,11,95,0,0
within an hour,Crocker Amazon,House,Private room,Real Bed,strict,94112,98,69,100,25,10,2.96,1,2,1,1,13,34,64,64,124,86,0,0
within an hour,Ingleside,House,Private room,Real Bed,strict,94112,100,69,100,40,50,1.27,1,1,1,1,2,23,53,328,15,91,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,100,69,100,19,25,8.39,1,2,1,1,4,14,37,302,26,89,0,0
within a day,Nob Hill,Apartment,Private room,Real Bed,moderate,94109,100,69,100,25,0,1.43,0.6,1,1,1,0,0,15,41,2,90,0,0
within a few hours,Parkside,House,Private room,Pull-out Sofa,flexible,94116,100,70,100,50,20,0.43,0.88,2,1,1,26,53,83,358,2,100,0,0
within an hour,Western Addition/NOPA,Apartment,Shared room,Real Bed,strict,94115,100,70,100,25,50,2.53,1,2,1,1,0,0,0,243,83,96,1,1
within a few hours,SoMa,Apartment,Private room,Real Bed,flexible,94103,80,71,100,30,0,1.3,1,1,1,1,2,6,14,14,10,92,0,0
within an hour,Lakeshore,House,Private room,Real Bed,strict,94132,100,73,100,35,40,5.52,1,3,1.5,1,0,3,6,166,30,96,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,75,100,19,25,5.8,1,2,0.5,1,6,11,28,296,106,85,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,75,100,19,25,6.93,1,2,1,1,4,12,32,304,127,86,0,0
within a few hours,Richmond District,House,Private room,Real Bed,flexible,94121,83,75,100,50,0,1.13,0.88,1,1,1,30,34,34,34,2,80,0,0
within a few hours,Mission District,Apartment,Private room,Real Bed,strict,94110,100,75,100,10,5,4.09,1,2,1,1,3,12,36,36,80,87,0,0
within a day,Richmond District,House,Private room,Real Bed,flexible,94118,82,75,100,20,0,3,0.92,2,1.5,1,0,0,0,0,3,100,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94107,79,75,100,50,65,1.05,1,5,2,1,0,0,0,0,13,95,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94107,79,75,100,40,65,1.66,1,4,2,1,0,0,0,0,8,90,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94107,79,75,100,40,65,1.27,1,4,2,1,0,0,0,0,16,95,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,moderate,94158,68,75,100,50,65,0.25,0.99,4,2,1,29,59,89,364,1,100,1,1
within an hour,Mountain View,Apartment,Shared room,Real Bed,moderate,94158,68,75,100,50,65,0.36,0.99,4,2,1,30,60,85,360,1,80,1,1
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94103,79,75,100,50,80,0.29,1,4,2,1,30,60,90,365,1,100,0,0
within an hour,Bernal Heights,Apartment,Shared room,Futon,strict,94110,78,75,100,30,10,0.93,0.9,3,1,1,18,34,64,339,44,89,1,1
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,99,75,100,30,10,1.47,1,2,1,1,12,32,62,62,85,88,1,1
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,2.14,0.99,2,6,1,18,48,78,353,3,67,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,0.77,0.99,2,6,1,21,51,81,356,3,33,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,2,0.99,2,6,1,19,49,79,354,2,80,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,1,0.99,2,6,1,23,53,83,358,1,60,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,1,0.99,2,6,1,14,44,74,346,1,80,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,0,0.62,0.99,1,6,1,0,0,20,295,2,90,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,1.85,0.99,2,6,1,27,57,87,362,4,90,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,1.54,0.99,2,6,1,22,52,82,357,2,70,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,0.9,0.99,2,6,1,0,11,41,316,3,60,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,1.71,0.99,2,6,1,17,20,50,325,4,70,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,99,75,100,65,25,0.87,0.99,2,6,1,19,46,76,351,2,50,0,0
within a few hours,Outer Sunset,Apartment,Private room,Real Bed,moderate,94122,100,75,100,125,15,0.09,1,4,1,1,0,0,0,0,1,100,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.61,0.91,2,2,1,0,30,60,335,3,93,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1,1,2,2,1,27,57,87,362,1,60,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,0.93,1,2,2,1,26,56,86,361,3,87,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1,0.91,2,2,1,8,33,63,338,1,40,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.58,1,2,2,1,0,18,48,323,5,72,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,0.81,1,2,2,1,0,18,48,323,2,60,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.4,1,2,2,1,0,16,46,321,2,80,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.07,1,2,2,1,24,54,84,359,2,90,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1,1,2,2,1,27,43,43,317,1,80,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,2.73,1,2,2,1,27,57,87,362,6,90,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.3,0.94,2,2,1,16,46,76,351,2,80,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,0.67,0.94,2,2,1,0,0,27,302,1,100,0,0
within an hour,Sunnyside,Apartment,Private room,Real Bed,strict,94131,96,79,100,60,20,0.28,0.97,3,1,1,0,0,0,209,6,93,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,79,100,19,25,7.02,1,2,1,1,3,6,14,270,125,86,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,79,100,19,25,6.64,1,2,1,1,6,13,26,286,48,90,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,79,100,19,25,5.62,1,2,1,1,13,29,57,328,100,89,0,0
within an hour,Tenderloin,Apartment,Private room,Real Bed,moderate,94109,100,79,100,19,25,5.76,1,2,1,1,4,13,27,295,98,87,0,0
within a few hours,Richmond District,Apartment,Private room,Real Bed,moderate,94118,95,79,100,15,30,4.01,1,1,1,1,4,21,50,320,119,95,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.9,0.91,2,2,1,30,60,90,365,4,60,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,0.65,1,2,2,1,28,58,88,363,3,100,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.82,1,2,2,1,25,55,85,360,6,83,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,3.85,1,2,2,1,24,52,82,357,5,76,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,0.81,1,2,2,1,0,11,41,316,1,100,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,2.05,1,2,2,1,30,60,90,365,3,60,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,2.43,1,2,2,1,30,60,90,365,3,73,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.38,1,2,2,1,0,0,0,0,3,73,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,1.46,0.94,2,2,1,30,60,90,365,5,92,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,65,25,0.83,0.94,2,2,1,30,60,90,365,1,60,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,79,100,50,20,0.28,0.94,2,2,1,0,0,0,198,1,80,0,0
within a few hours,Richmond District,Apartment,Private room,Real Bed,strict,94121,98,80,100,35,20,2.77,0.85,3,1,1,22,22,25,25,37,88,0,0
within an hour,Richmond District,House,Private room,Real Bed,strict,94121,100,80,100,80,0,1.94,1,2,1,1,3,23,45,45,70,88,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,moderate,94110,100,80,100,60,0,1,1,1,1,1,13,43,73,110,1,100,0,0
within an hour,South Beach,Apartment,Private room,Real Bed,strict,94105,81,80,100,95,35,2.96,1,1,1,1,6,35,65,327,8,90,0,0
within a day,Twin Peaks,Apartment,Private room,Real Bed,strict,94127,100,80,100,25,20,0.44,0.65,2,1.5,1,0,0,29,119,8,85,0,0
within a few hours,Richmond District,Apartment,Private room,Real Bed,moderate,94121,100,85,100,9,10,1.22,1,2,1,1,0,4,4,4,36,96,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,100,85,100,19,25,6.9,1,2,1,1,7,21,40,304,23,89,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,100,85,100,19,25,7.5,1,2,1,1,3,7,24,276,25,90,0,0
within an hour,Incline Village,Apartment,Private room,Real Bed,strict,94133,100,85,100,50,15,5.96,0.95,2,1,1,2,7,16,92,129,89,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,moderate,94121,60,89,100,40,0,0.11,1,1,1,1,30,60,80,117,3,93,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,100,89,100,19,25,4.52,1,2,1,1,6,21,45,311,14,91,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,100,89,100,19,25,8.35,1,2,1,1,2,9,11,271,27,88,0,0
within a day,Mission District,Apartment,Private room,Real Bed,strict,94114,40,89,100,50,0,0.23,0.67,1,1,1,0,18,48,141,10,100,0,0
within an hour,Parkside,House,Private room,Real Bed,strict,94116,94,89,100,30,0,2.53,1,2,1,1,6,18,48,48,56,91,0,0
within an hour,Lakeshore,House,Private room,Real Bed,moderate,94132,100,90,100,30,0,2.05,1,2,1.5,1,24,39,66,341,10,82,0,0
within a day,Richmond District,House,Private room,Real Bed,moderate,94121,100,90,100,10,0,2.02,1,2,1,1,4,8,13,70,22,100,0,0
within an hour,Oceanview,House,Private room,Real Bed,moderate,94132,100,90,100,23,25,10,1,2,1,1,14,18,33,33,10,96,0,0
within an hour,Richmond District,House,Private room,Real Bed,moderate,94118,95,90,100,40,0,2.57,1,1,1,1,6,24,54,314,145,96,0,1
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,100,90,100,75,0,1.69,1,2,1,0,13,39,63,95,60,88,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,87,90,100,20,15,1.87,1,2,1,1,2,12,25,149,90,100,1,1
within a few hours,Glen Park,House,Private room,Real Bed,moderate,94131,86,94,100,85,50,0.6,1,2,1,1,0,0,0,50,17,97,0,0
within an hour,Mission District,House,Private room,Real Bed,strict,94110,100,95,100,25,25,1.46,1,1,1,1,0,16,46,321,34,98,0,0
within an hour,Mission District,House,Private room,Real Bed,strict,94110,100,95,100,35,35,5,1,1,1,1,18,48,78,80,64,99,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Futon,moderate,94110,75,95,100,50,10,1.93,1,2,1,1,1,5,10,221,91,95,0,1
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,100,95,100,19,25,6,1,2,1,1,5,17,39,301,17,93,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,100,95,100,19,25,6.6,1,2,1,1,2,9,20,280,22,91,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,100,95,100,19,25,7.74,1,2,1,1,1,7,17,273,24,91,0,0
within a day,The Castro,Apartment,Private room,Futon,moderate,94114,100,95,100,25,0,0.7,1,2,1,1,0,0,0,0,11,93,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,99,95,100,30,10,3.33,1,2,1,1,11,33,63,63,212,90,1,1
within an hour,Lower Haight,House,Private room,Real Bed,strict,94117,62,95,100,7,25,3.35,1,2,1,1,24,48,77,349,155,96,1,1
within an hour,Lakeshore,House,Private room,Real Bed,strict,94132,100,98,100,50,0,1.94,1,2,1,1,18,45,75,350,9,87,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,98,98,100,30,10,1.76,1,2,1,1,10,40,70,345,108,92,1,1
within a day,Duboce Triangle,Apartment,Private room,Real Bed,moderate,94114,96,99,100,20,0,2.07,1,2,1,1,2,11,23,102,115,95,0,0
within an hour,The Castro,Apartment,Private room,Real Bed,moderate,94114,100,99,100,60,30,3.52,1,2,1,1,5,14,41,121,88,95,0,0
within an hour,Parkside,House,Private room,Real Bed,strict,94116,94,99,100,30,0,2.8,1,2,1,1,6,18,48,48,62,95,0,0
within an hour,Hayes Valley,Apartment,Private room,Real Bed,strict,94102,88,99,100,42,25,4.82,1,4,1,1,4,9,24,292,71,97,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,moderate,94114,100,134,120,72,10,3.63,1,2,2,1,18,48,78,353,82,94,0,0
within a few hours,Bernal Heights,House,Private room,Real Bed,moderate,94110,94,143,120,50,30,3.11,1,3,1,1,10,29,59,334,115,95,0,0
within an hour,Financial District,Apartment,Entire home/apt,Real Bed,moderate,94111,76,89,120,20,0,1,0.97,2,1,1,3,15,38,38,1,100,0,0
within a few hours,Marina,Apartment,Entire home/apt,Real Bed,moderate,94123,100,105,125,95,25,3.76,1,3,1,1,13,26,37,288,111,92,0,0
within a few hours,Cole Valley,Condominium,Private room,Real Bed,moderate,94117,100,114,125,35,18,1.37,0.9,2,1,1,19,44,74,96,32,92,0,0
within an hour,Cole Valley,Apartment,Private room,Real Bed,flexible,94117,90,116,125,20,30,1.98,1,1,1.5,1,14,44,74,349,58,94,0,0
within a few hours,Cow Hollow,House,Private room,Real Bed,moderate,94123,95,125,125,35,25,1.27,1,2,1,1,2,2,2,184,31,97,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,100,135,125,50,25,6.58,1,2,1,0,3,10,18,231,41,96,0,0
within a few hours,South Beach,Apartment,Entire home/apt,Real Bed,moderate,94123,70,165,125,95,25,0.52,0.89,3,1,1,13,32,53,305,2,90,0,0
within an hour,Downtown,Apartment,Entire home/apt,Real Bed,moderate,94109,100,185,125,60,40,2.26,0.9,4,1,1,0,4,10,131,11,98,0,0
within an hour,Parkside,House,Private room,Real Bed,flexible,94116,100,80,125,25,0,2,1,1,1,1,29,59,89,217,2,40,0,0
within a few hours,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94131,83,99,135,60,0,5.87,0.9,2,1,1,1,8,12,273,281,96,0,0
within a few hours,Mission District,House,Entire home/apt,Real Bed,strict,94110,95,149,145,65,0,2.71,0.96,2,1,1,4,19,45,312,183,90,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,105,150,50,15,4.71,1,3,1,0,1,1,15,15,22,92,0,0
within an hour,Richmond District,House,Private room,Real Bed,strict,94118,100,105,150,25,15,3.4,1,1,1,1,12,29,56,323,129,97,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,100,109,150,25,0,5.35,1,2,1,1,2,8,18,293,156,97,0,0
within a few hours,Noe Valley,Apartment,Private room,Real Bed,strict,94114,100,110,150,46,0,0.72,0.9,2,1,1,0,11,41,316,2,80,0,0
