host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,0.78,40,300,30,60,0.6,0.9,10,2,1,26,26,41,316,13,95,1,1
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,moderate,94117,0.91,69,0,30,35,1.09,0.89,2,1,1,11,11,11,39,39,94,1,1
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,1,420,0,200,0,4.37,1,6,2,3,1,12,12,12,15,96,0,0
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,0.81,435,0,150,100,1.43,1,7,1.5,4,9,26,32,32,7,100,0,0
within an hour,Western Addition/NOPA,House,Entire home/apt,Real Bed,strict,94117,1,230,0,60,0,1.37,1,2,1,1,28,58,88,363,30,95,0,0
within a few hours,Newport Beach,Apartment,Entire home/apt,Real Bed,moderate,94117,0.89,290,400,90,0,2.5,1,4,1.5,3,1,16,35,303,4,100,0,1
within a few hours,Cole Valley,House,Private room,Real Bed,moderate,94117,0.77,125,200,50,10,1.3,0.94,2,0,1,25,51,81,356,18,99,0,0
within a day,Haight-Ashbury,House,Entire home/apt,Real Bed,strict,94117,0.7,395,250,125,0,1.57,1,8,1.5,4,0,0,0,0,29,99,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94117,0.87,199,100,40,0,2.31,1,2,1,1,17,41,52,52,17,99,0,0
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,moderate,94117,0.77,300,500,100,10,1.45,0.94,6,2,2,0,7,37,312,20,97,0,0
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,strict,94117,0.86,500,500,120,100,0.71,1,4,2,2,20,50,67,342,4,100,0,0
within a day,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,0.57,499,0,0,0,0.33,1,4,1,2,0,0,0,238,1,100,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,1,160,350,100,25,0.94,1,2,1,1,13,30,60,335,31,99,1,1
within a few hours,Cole Valley,Apartment,Entire home/apt,Real Bed,strict,94117,0.5,280,500,260,100,0.75,1,4,2,2,0,7,37,189,2,100,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,1,265,600,80,10,1.5,0.7,4,1,1,0,0,27,27,86,91,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94117,1,395,800,120,10,3.62,1,4,1,2,3,3,3,18,102,96,0,0
within an hour,Santa Clara,House,Private room,Real Bed,strict,94117,0.78,150,300,30,0,0.5,0.9,2,2,1,30,60,90,365,19,96,1,1
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,0.88,195,0,25,30,0.54,0.5,2,1,1,7,12,24,24,5,96,0,0
within an hour,Western Addition,Apartment,Entire home/apt,Real Bed,moderate,94117,1,149,200,99,15,0.57,1,3,1,1,3,19,44,52,27,93,0,0
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,0.88,300,600,120,25,0.54,1,6,2,4,2,6,6,54,8,95,0,0
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,flexible,94117,1,250,0,0,0,0.15,0.83,2,1,1,2,2,2,272,7,97,0,0
within a day,Lower Haight,Apartment,Entire home/apt,Real Bed,flexible,94117,0.95,225,0,60,0,0.62,0.71,4,2,1,16,24,52,317,3,93,0,0
within a few hours,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,1,220,200,125,0,0.78,1,4,1,2,0,0,0,74,19,94,0,0
within an hour,Twin Peaks,House,Entire home/apt,Real Bed,strict,94117,0.86,279,700,180,50,0,1,3,1,2,17,30,54,329,0,0,0,0
within a few hours,Cole Valley,Condominium,Private room,Real Bed,moderate,94117,1,114,125,35,18,1.37,0.9,2,1,1,19,44,74,96,32,92,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94117,0.5,145,350,35,0,0.6,1,2,1,1,0,7,12,12,21,94,0,0
within an hour,Twin Peaks,House,Entire home/apt,Real Bed,strict,94114,1,180,200,90,20,5.39,1,4,1,1,2,7,8,8,53,99,0,0
within an hour,Cole Valley,House,Private room,Real Bed,strict,94117,1,125,300,50,0,3.4,1,2,1,1,3,6,31,31,72,94,0,0
within a day,Western Addition/NOPA,House,Private room,Real Bed,flexible,94117,1,100,0,0,100,5.51,0.8,2,1,1,0,0,0,0,9,93,0,0
within a few hours,Haight-Ashbury,Apartment,Private room,Real Bed,moderate,94117,0.8,120,100,55,100,4.52,0.97,2,1,1,4,16,46,46,122,91,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,flexible,94117,1,175,0,50,0,0,1,1,1,0,5,9,9,9,0,0,0,0
within a day,Haight-Ashbury,Condominium,Entire home/apt,Real Bed,strict,94117,1,275,0,50,0,0.21,1,3,1,1,5,10,10,10,1,100,0,0
within an hour,Haight-Ashbury,House,Private room,Real Bed,moderate,94117,0.99,53,200,15,0,5.03,1,1,2,1,3,7,11,281,196,89,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,flexible,94117,1,195,150,80,0,2.67,0.7,4,1,2,1,5,15,93,26,93,0,0
within an hour,Lower Haight,Apartment,Entire home/apt,Futon,moderate,94117,0.88,200,0,40,0,0.53,1,2,1,1,0,0,0,0,12,98,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,1,129,100,65,15,4.45,1,3,1,1,3,19,44,64,192,94,0,0
within a few hours,Cole Valley,Apartment,Private room,Real Bed,strict,94117,0.94,80,0,25,0,4.67,1,1,1.5,1,3,3,15,284,195,94,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,strict,94117,1,99,200,30,10,2.55,0.99,2,1.5,1,21,48,78,353,94,86,0,0
within an hour,Western Addition,Apartment,Entire home/apt,Real Bed,strict,94117,0,400,0,125,0,0,1,6,1,3,0,0,0,0,0,0,0,0
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,1,450,500,140,0,0.45,1,9,2,3,0,0,0,8,5,96,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,0.78,55,300,30,60,0.25,0.9,10,2,1,30,60,90,365,6,100,1,1
within an hour,Cole Valley,House,Private room,Real Bed,strict,94117,0.89,65,200,50,12,0.15,1,2,4,1,20,30,60,335,7,89,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,0.38,550,300,150,0,2.37,1,8,2,4,30,60,90,365,72,96,1,1
within an hour,Pacifica,House,Entire home/apt,Real Bed,super_strict_30,94117,0.66,175,0,155,50,0.1,0.98,2,1,2,0,3,33,308,7,65,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,1,160,350,100,25,1.69,1,4,1,1,22,25,55,330,75,99,1,1
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,flexible,94117,0.21,240,100,50,0,1.31,1,2,1,1,2,32,62,337,21,99,0,0
within a few hours,Western Addition/NOPA,House,Private room,Real Bed,strict,94117,0.81,120,0,30,20,1.5,1,2,1.5,1,14,26,56,331,17,99,0,0
within a few hours,Western Addition/NOPA,Apartment,Private room,Real Bed,flexible,94117,1,119,0,33,0,0,1,2,1,1,5,8,12,12,0,0,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,0.78,55,300,30,60,0.32,0.9,10,2,1,0,4,34,309,12,97,1,1
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,1,79,100,65,25,2.73,1,2,2,1,27,57,87,362,6,90,0,0
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,1,400,600,150,0,0.59,1,5,1,2,7,7,7,8,14,96,0,0
within an hour,Western Addition/NOPA,House,Entire home/apt,Real Bed,flexible,94117,0.57,309,0,95,0,0.62,1,2,2,1,9,20,50,318,3,100,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,strict,94117,1,89,200,30,10,3.45,0.99,2,1.5,1,23,51,81,356,128,86,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,1,223,200,149,50,4.37,1,7,2,3,11,28,47,316,70,88,0,0
within an hour,Wan Chai,Apartment,Entire home/apt,Real Bed,super_strict_60,94117,0.4,489,0,0,0,0,1,4,1,0,29,59,89,179,0,0,0,0
within a few hours,El Segundo,Apartment,Private room,Real Bed,flexible,94117,0.76,90,0,45,25,0,1,2,1,1,0,30,60,335,0,0,0,0
within an hour,Cole Valley,House,Private room,Real Bed,strict,94117,0.89,65,200,50,12,0.27,1,2,4,1,30,60,90,365,6,93,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,1,160,95,85,15,0.97,0.9,5,1,1,2,2,2,57,45,95,0,0
within a few hours,Lower Haight,Apartment,Private room,Real Bed,strict,94117,1,99,0,30,25,4.72,1,1,1,1,6,31,52,327,147,98,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,1,179,500,99,0,2.73,1,4,1,0,11,30,58,89,3,93,0,0
within a day,Lower Haight,Apartment,Private room,Real Bed,strict,94117,0.85,175,0,75,0,1.36,0.92,4,1,1,16,36,66,66,4,70,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,1,350,750,100,50,2.34,1,4,2,2,6,28,58,74,11,95,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,1,157,0,55,0,1.76,1,2,1,1,15,29,59,334,10,94,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,1,79,100,65,25,0,1,2,2,1,0,29,59,334,0,0,0,0
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94117,0.92,229,0,99,30,0.22,1,2,1,1,8,8,8,8,3,93,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,0.78,40,300,30,40,0.54,0.9,10,2,1,0,15,45,320,13,94,1,1
within a few hours,Western Addition/NOPA,House,Entire home/apt,Real Bed,strict,94117,1,130,0,0,0,4.45,1,2,1,1,0,2,9,202,206,98,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,0.78,44,300,30,40,0.33,0.9,10,2,1,0,17,47,322,8,93,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,0.78,40,300,30,60,0.62,0.9,10,2,1,30,43,43,225,15,94,1,1
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,flexible,94117,0.5,175,150,75,100,0,1,2,1,1,9,10,30,30,0,0,0,0
within a day,Western Addition,Apartment,Private room,Real Bed,moderate,94117,0.89,93,250,85,25,1.78,0.6,3,1,1,0,10,28,297,31,95,0,0
within an hour,Haight-Ashbury,House,Entire home/apt,Real Bed,strict,94117,0.76,349,0,100,50,1.61,1,5,1,2,3,15,20,103,8,100,0,0
within an hour,Lower Haight,House,Private room,Real Bed,moderate,94117,0.69,185,350,0,120,1.42,1,2,1,1,30,60,90,361,69,100,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,0.78,45,300,30,40,0.46,0.9,10,2,1,0,25,55,330,11,96,1,1
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,1,195,300,80,25,2.67,0.83,3,1,1,4,19,46,314,25,96,0,0
within a few hours,Cole Valley,Apartment,Private room,Real Bed,strict,94117,0.94,107,0,30,0,1.02,1,1,1.5,1,15,40,70,345,35,91,0,0
within a few hours,Cole Valley,Apartment,Private room,Real Bed,strict,94117,0.92,119,200,50,0,0.95,1,2,1,1,0,15,35,309,5,92,0,0
within an hour,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,1,145,400,50,10,6.24,1,5,1,0,0,0,3,25,63,94,0,0
within a few hours,Cole Valley,Condominium,Entire home/apt,Real Bed,strict,94117,0.9,285,400,120,0,1.58,0.8,4,1,2,0,11,14,221,9,96,0,0
within an hour,Haight-Ashbury,House,Private room,Real Bed,moderate,94117,0.99,90,200,30,0,3.63,1,2,2,1,3,15,37,308,212,89,0,0
within an hour,Western Addition/NOPA,Condominium,Entire home/apt,Real Bed,strict,94117,1,175,300,150,0,0.42,1,4,1,1,1,1,1,245,10,82,0,0
within a few hours,Cole Valley,Apartment,Private room,Real Bed,flexible,94117,0.88,150,100,25,0,1.74,1,2,1,1,12,20,50,325,7,100,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,1,79,100,65,25,1.3,0.94,2,2,1,16,46,76,351,2,80,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,1,79,100,65,25,0.67,0.94,2,2,1,0,0,27,302,1,100,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,0.97,195,0,50,12,4,1,6,1,1,9,16,42,313,4,95,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,1,275,250,150,0,2.63,1,4,1,2,8,24,25,79,23,93,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,moderate,94117,0.6,119,500,30,30,1.16,1,1,1,1,2,2,31,306,39,98,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,0.78,55,300,30,60,0.7,0.9,10,2,1,2,32,62,337,28,96,1,1
within a day,Cole Valley,House,Entire home/apt,Real Bed,strict,94117,1,450,250,161,0,0.68,1,6,3,3,0,10,10,10,9,93,0,0
within an hour,Sunnyside,House,Private room,Real Bed,moderate,94127,1,119,200,50,30,3.52,1,3,1,1,9,19,49,324,102,98,0,0
within an hour,Sunnyside,Apartment,Entire home/apt,Real Bed,flexible,94127,1,200,0,40,50,0.16,1,2,1,1,30,60,90,365,1,0,0,0
within a few hours,Sunnyside,House,Private room,Real Bed,flexible,94127,0.5,121,0,30,45,0.21,1,2,1,1,18,48,78,353,2,80,0,0
within a few hours,Glen Park,Apartment,Entire home/apt,Real Bed,moderate,94131,0.5,130,0,50,0,1.15,1,2,1,0,0,0,0,80,8,93,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,flexible,94112,1,80,0,20,0,0.49,1,1,1,1,0,11,41,316,2,100,0,0
within a few hours,Crocker Amazon,House,Entire home/apt,Real Bed,moderate,94112,0.92,150,500,50,10,2.52,1,5,1,2,2,12,23,23,12,95,0,0
within a few hours,Sunnyside,Apartment,Entire home/apt,Real Bed,flexible,94112,0.93,100,200,35,0,1.93,1,2,1,0,2,3,10,229,7,97,0,0
within an hour,Mission Terrace,Apartment,Entire home/apt,Real Bed,strict,94112,1,135,0,85,10,2.74,1,4,1,1,0,3,12,66,88,98,1,1
within an hour,Sunnyside,Apartment,Entire home/apt,Real Bed,strict,94131,1,140,0,60,0,6.47,0.91,2,1,1,7,18,27,27,11,96,0,0
within a few hours,Mission Terrace,House,Entire home/apt,Real Bed,moderate,94112,0.19,225,250,150,0,0.36,1,4,2,2,0,28,58,58,10,91,0,0
within an hour,Sunnyside,Apartment,Entire home/apt,Real Bed,strict,94131,0.96,380,200,120,15,0.79,0.97,7,2,3,2,5,10,277,19,94,0,0
within an hour,Glen Park,House,Private room,Real Bed,moderate,94131,1,85,0,25,25,1.22,1,2,1,1,1,15,39,314,57,94,0,0
within an hour,Mission Terrace,House,Entire home/apt,Futon,strict,94112,1,149,200,45,0,0,1,2,1,1,30,55,85,360,0,0,0,0
within an hour,Crocker Amazon,Apartment,Entire home/apt,Real Bed,strict,94112,1,199,200,75,25,5.51,1,6,1,2,5,13,22,289,27,76,0,0
within an hour,Mission Terrace,House,Entire home/apt,Real Bed,strict,94112,0.88,295,150,100,0,0.99,1,6,2,2,4,19,23,293,15,99,0,0
within an hour,Sunnyside,Apartment,Private room,Real Bed,strict,94131,0.96,79,100,60,20,0.28,0.97,3,1,1,0,0,0,209,6,93,0,0
within a few hours,Mission Terrace,House,Private room,Pull-out Sofa,flexible,94112,1,51,95,15,20,2.19,1,2,1.5,1,10,30,59,334,10,86,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,moderate,94131,1,250,600,60,0,0,1,4,2,2,4,19,43,113,0,0,0,0
within a day,Mission Terrace,House,Private room,Real Bed,strict,94112,0.5,81,400,85,10,1.09,0.71,2,1,1,2,2,2,211,15,91,0,0
within a day,Sunnyside,House,Private room,Real Bed,moderate,94112,1,110,0,50,0,2.39,1,2,1,1,7,28,58,58,54,97,0,0
within an hour,Sunnyside,House,Private room,Real Bed,strict,94131,1,150,0,0,0,3.18,1,2,1,1,11,31,61,334,39,98,0,0
within an hour,Mission Terrace,Apartment,Entire home/apt,Real Bed,moderate,94112,0.96,200,200,85,10,3.48,1,4,1,2,12,35,65,340,100,94,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,strict,94112,1,90,0,10,15,3.87,1,3,1,1,27,52,82,357,110,97,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,strict,94112,1,69,100,25,0,5.15,0.97,2,1,1,3,6,17,283,157,93,0,0
within an hour,Sunnyside,House,Private room,Real Bed,strict,94112,1,115,100,0,0,3.32,1,2,1,1,7,23,38,235,32,98,0,0
within a few hours,Sunnyside,House,Private room,Real Bed,moderate,94112,0.86,98,0,0,0,0.92,1,2,1,1,15,37,55,145,13,100,1,1
within an hour,Mission Terrace,House,Private room,Real Bed,strict,94112,1,69,100,15,0,6.2,0.97,2,0.5,1,2,8,23,291,189,92,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,flexible,94112,1,125,150,80,0,0.45,1,2,1,1,20,37,63,153,4,100,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,flexible,94112,1,80,0,20,0,0.79,1,1,1,1,0,0,0,0,4,85,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,flexible,94112,1,120,150,80,0,1.05,1,2,1,1,6,23,49,101,11,100,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,20,0,0,1,1,2,1,0,6,36,311,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,0,0,0,1,1,2,1,30,60,90,365,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,0,0,0,1,1,2,1,13,43,73,348,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,0,0,0,1,1,2,1,0,13,43,318,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,0,0,0,1,1,2,1,30,60,90,365,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,0,0,0,1,1,2,1,30,60,90,365,0,0,0,0
within a few hours,Sunnyside,Apartment,Private room,Real Bed,strict,94127,1,65,0,0,12,0,0.8,1,1,1,28,46,76,351,0,0,0,0
within a few hours,Glen Park,House,Private room,Real Bed,strict,94131,0.92,65,0,0,0,3.81,1,1,1,1,3,13,22,66,177,97,1,1
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94112,1,399,250,150,0,0.51,1,6,1,2,0,4,4,15,6,87,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94131,1,95,0,70,30,1.88,1,2,1,0,2,8,14,272,48,97,0,0
within an hour,Mission Terrace,Apartment,Entire home/apt,Real Bed,strict,94131,0.25,250,200,75,10,0.79,1,2,1,1,27,57,87,362,39,95,1,1
within an hour,Crocker Amazon,House,Private room,Real Bed,moderate,94112,1,110,0,50,0,1.36,0.8,2,1,1,6,21,51,326,22,89,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,moderate,94112,0.67,35,0,0,0,0,1,1,2,1,7,37,67,342,0,0,0,0
within a few hours,Sunnyside,House,Private room,Pull-out Sofa,flexible,94131,0.8,120,0,50,50,0.36,1,2,1,1,8,16,16,204,4,100,0,0
within a day,Sunnyside,House,Private room,Real Bed,strict,94131,0.8,"1,200.00",0,0,50,0.71,0.67,2,1,1,1,31,61,61,13,97,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,20,0,0,1,1,2,1,30,60,90,365,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,20,0,0,1,1,2,1,30,60,90,365,0,0,0,0
within a few hours,Sunnyside,House,Entire home/apt,Real Bed,moderate,94112,1,130,100,60,10,3.75,1,4,1,2,0,1,4,50,123,99,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94112,1,125,300,75,0,1.28,1,2,1,1,1,1,1,183,40,97,0,0
within an hour,Mission Terrace,House,Entire home/apt,Real Bed,moderate,94112,1,300,500,200,0,1.44,1,5,1,2,7,23,49,139,12,97,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,20,0,0,1,1,3,1,30,60,90,365,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,moderate,94112,0.67,39,0,20,0,0.33,1,1,2,1,30,60,90,365,2,100,0,0
within an hour,Mission Terrace,Apartment,Entire home/apt,Real Bed,strict,94112,0.53,110,300,0,10,2.19,1,5,1,1,0,2,22,263,13,98,0,0
within an hour,Mission Terrace,Apartment,Private room,Real Bed,flexible,94112,1,99,0,0,0,2.85,1,3,1,1,4,9,19,294,37,96,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,moderate,94112,0.67,35,0,20,0,0,1,1,2,1,30,60,90,365,0,0,0,0
within a day,Sunnyside,House,Private room,Real Bed,flexible,94127,0.5,78,312,39,0,0,0.88,1,1.5,1,28,51,73,340,0,0,1,1
within a few hours,Sunnyside,House,Entire home/apt,Real Bed,moderate,94131,1,295,500,100,0,5.36,1,8,2.5,3,3,12,32,32,10,98,0,0
within an hour,Ingleside,Apartment,Entire home/apt,Real Bed,strict,94112,1,179,500,285,8,0.16,1,4,2,3,0,1,1,183,1,80,0,0
within an hour,Mission Terrace,Apartment,Entire home/apt,Real Bed,moderate,94112,1,167,100,70,0,3.11,1,4,1,1,10,36,65,337,11,95,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,flexible,94112,1,97,0,0,0,5.14,1,2,1,1,13,34,63,332,12,90,0,0
within an hour,Sunnyside,Apartment,Private room,Real Bed,moderate,94127,1,54,100,20,19,1.78,1,2,1,1,26,51,81,83,16,95,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,moderate,94112,0.67,35,0,20,0,0,1,1,2,1,0,18,48,323,0,0,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,strict,94131,1,125,250,95,0,2.77,1,4,1,1,2,2,2,2,49,86,0,0
within an hour,Mission Terrace,House,Entire home/apt,Real Bed,flexible,94112,1,134,0,0,0,0,1,2,1,1,13,34,63,63,0,0,0,0
within a day,Sunnyside,House,Private room,Real Bed,strict,94131,0.8,"1,350.00",0,0,0,0.8,0.67,1,1,1,29,59,63,156,9,87,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,30,0,20,0,0.46,1,1,2,1,0,0,27,302,3,100,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94131,1,296,700,75,10,4.58,1,4,2,2,0,4,31,31,46,98,0,0
within a few hours,Sunnyside,House,Entire home/apt,Real Bed,flexible,94127,1,225,0,75,0,0,1,3,1,2,18,40,70,160,0,0,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94131,1,129,250,99,0,0.75,1,2,1,0,17,17,46,264,16,93,0,0
within an hour,Ingleside,Apartment,Entire home/apt,Real Bed,strict,94112,1,159,500,185,10,1.03,1,5,1,2,0,0,27,302,6,87,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,20,0,0,1,1,3,1,30,60,90,365,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,20,0,0,1,1,3,1,30,60,90,365,0,0,0,0
within an hour,Mission Terrace,Apartment,Private room,Real Bed,moderate,94112,0.94,175,0,50,5,0.23,1,4,1,1,13,28,43,241,2,100,0,0
within a day,Mission Terrace,Apartment,Entire home/apt,Real Bed,moderate,94112,1,400,500,50,0,0.83,1,5,2,3,13,25,49,51,5,96,0,0
within an hour,Mission Terrace,House,Entire home/apt,Real Bed,strict,94112,1,245,200,125,25,3.96,1,8,1.5,3,2,15,40,103,193,96,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,20,0,0,1,1,3,1,30,60,90,365,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,20,0,0.68,1,1,2,1,30,60,90,365,1,100,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,0,0,0,1,1,2,1,30,60,90,365,0,0,0,0
within an hour,Balboa Terrace,Apartment,Shared room,Real Bed,strict,94112,0.67,35,0,0,0,0.16,1,1,2,1,30,60,90,365,1,80,0,0
